Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit
Q4 41995,Tiffany  May,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41950,Christy  Olson,West,Sunbell,0.02,1,12.42,25.00,24.63,12.21
Q4 41595,Allan  Ramos,MidWest,Aspen,0.03,1,12.00,21.00,20.37,8.37
Q4 41966,Shari  Silva,South,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q4 41977,Drew  Rogers,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q1 41710,Max  Rodgers,West,Majectic Beaut,0.02,1,13.00,30.00,29.40,16.40
Q1 41288,Ben  Perez,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41632,Sonya  Mullins,East,Carlota,0,4,10.25,22.95,91.80,50.80
Q4 41936,Max  Rodgers,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41999,Salvador  Bass,West,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q4 41991,Mable  Lindsey,West,Crested Beaut,0.02,2,16.00,25.00,49.25,17.25
Q1 41278,Rachel  Gomez,MidWest,Aspen,0,2,12.00,21.00,42.00,18.00
Q1 41360,Isabel  Cross,East,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q4 41928,Max  Rodgers,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41569,Rachel  Gomez,MidWest,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q2 41393,Trevor  Jones,West,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41959,Robert  Munoz,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q3 41869,Shari  Silva,South,Sunshine,0.03,3,10.24,19.95,58.05,27.33
Q1 41688,Colleen  Warren,West,Crested Beaut,0.01,3,16.00,25.00,74.25,26.25
Q4 41629,Johanna  Boone,South,Quad,0.03,3,27.00,34.00,99.45,18.45
Q4 41969,Allan  Ramos,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41956,Mable  Lindsey,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41596,Bobbie  Ryan,East,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q4 41946,Cecilia  Manning,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 42004,Isabel  Cross,East,Sunset,0,3,13.50,23.50,70.50,30.00
Q2 41752,Ivan  Adkins,West,Quad,0,4,27.00,34.00,136.00,28.00
Q4 41967,Kyle  Carr,MidWest,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q2 41387,Lorraine  Gibson,East,Doublers,0,1,64.32,79.95,79.95,15.63
Q3 41822,Rachel  Gomez,MidWest,Majectic Beaut,0,4,13.00,30.00,120.00,68.00
Q4 41947,Elvira  Bowman,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41968,Sandra  Floyd,MidWest,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41590,Andrew  Meyer,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q1 41314,Iris  Underwood,West,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41977,Donna  Reid,West,Doublers,0.02,3,64.32,79.95,236.25,43.29
Q4 41961,Bernadette  Page,MidWest,Sunbell,0,4,12.42,25.00,100.00,50.32
Q4 41987,Edwin  Malone,East,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q4 41967,Iris  Underwood,West,Majectic Beaut,0.01,1,13.00,30.00,29.70,16.70
Q4 41574,Nellie  Joseph,East,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41953,Shari  Silva,South,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q2 41768,Robert  Munoz,MidWest,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41596,Shari  Silva,South,Quad,0.03,4,27.00,34.00,132.60,24.60
Q4 41970,Pauline  Beck,West,V-Rang,0.02,1,10.23,19.00,18.72,8.49
Q4 41586,Don  Gonzales,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41591,Felicia  Jennings,West,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 41584,Jenny  Garcia,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41946,Shari  Silva,South,Aspen,0.02,3,12.00,21.00,62.06,26.06
Q1 41683,Patty  Thompson,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41982,Cecilia  Manning,South,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q2 41418,Rachel  Gomez,MidWest,Bellen,0.02,2,11.37,22.95,44.98,22.24
Q4 41995,Della  Jensen,East,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q3 41523,Don  Gonzales,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41603,Austin  Reynolds,East,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41626,Marian  Hill,South,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41969,Elbert  Klein,South,Doublers,0,3,64.32,79.95,239.85,46.89
Q4 41982,Robert  Munoz,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41965,Ben  Perez,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41638,Della  Jensen,East,Sunshine,0,1,10.24,19.95,19.95,9.71
Q2 41814,Johanna  Boone,South,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41944,Nellie  Joseph,East,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41634,Isabel  Cross,East,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41949,Lynette  Brewer,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41612,Bethany  Pena,MidWest,FlatTop,0,2,17.20,27.50,55.00,20.60
Q4 41614,Woodrow  Colon,South,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41620,Rachel  Gomez,MidWest,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41993,Jaime  Pearson,MidWest,Sunset,0.02,2,13.50,23.50,46.06,19.06
Q4 41598,Christy  Olson,West,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 41594,Austin  Reynolds,East,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q4 41956,Trevor  Jones,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41991,Drew  Rogers,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41953,Herman  Williams,East,Sunbell,0.01,1,12.42,25.00,24.75,12.33
Q4 41952,Bethany  Pena,MidWest,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41978,Ivan  Adkins,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41963,Shari  Silva,South,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41615,Guillermo  Potter,MidWest,V-Rang,0.03,2,10.23,19.00,37.05,16.59
Q4 41601,Andrew  Meyer,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q2 41415,Blake  Bridges,South,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41637,Cassandra  Franklin,MidWest,Crested Beaut,0.02,3,16.00,25.00,73.50,25.50
Q4 41596,Mable  Lindsey,West,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41960,Salvador  Bass,West,Aspen,0.01,3,12.00,21.00,62.37,26.37
Q4 41614,Isabel  Cross,East,Quad,0,1,27.00,34.00,34.00,7.00
Q2 41783,Allan  Ramos,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41949,Ben  Perez,West,FlatTop,0.02,2,17.20,27.50,53.90,19.50
Q4 41584,Beth  Tucker,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41984,Pauline  Beck,West,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 42003,Robert  Munoz,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41625,Shari  Silva,South,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41628,Cecilia  Manning,South,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q4 41966,Kyle  Carr,MidWest,Sunbell,0,1,12.42,25.00,25.00,12.58
Q1 41342,Sylvester  Morales,West,Quad,0,2,27.00,34.00,68.00,14.00
Q2 41395,Mable  Lindsey,West,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q4 41638,Jenny  Garcia,MidWest,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41613,Donna  Reid,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q1 41688,Elvira  Bowman,MidWest,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q3 41856,Salvador  Bass,West,Aspen,0.02,1,12.00,21.00,20.58,8.58
Q4 41619,Brooke  Horton,MidWest,Majectic Beaut,0.02,2,13.00,30.00,59.10,33.10
Q1 41281,Brooke  Horton,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41603,Ernest  Davis,West,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41953,Della  Jensen,East,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41619,Rachel  Gomez,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 42003,Rachel  Gomez,MidWest,Carlota,0.02,1,10.25,22.95,22.61,12.36
Q4 41990,Lula  Daniels,MidWest,Sunbell,0.02,1,12.42,25.00,24.63,12.21
Q4 41622,Cecilia  Manning,South,Sunset,0,3,13.50,23.50,70.50,30.00
Q2 41815,Salvador  Bass,West,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q2 41750,Ruben  Nunez,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41616,Isabel  Cross,East,Sunshine,0.03,1,10.24,19.95,19.35,9.11
Q4 41988,Ernest  Davis,West,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q4 41970,Rachel  Gomez,MidWest,Sunset,0.03,2,13.50,23.50,45.59,18.59
Q4 41957,Robert  Munoz,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41609,Della  Jensen,East,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41625,Bethany  Pena,MidWest,Crested Beaut,0.01,1,16.00,25.00,24.75,8.75
Q4 42001,Jenny  Garcia,MidWest,Quad,0.01,4,27.00,34.00,134.64,26.64
Q4 41623,Nellie  Joseph,East,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41992,Della  Jensen,East,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41970,Brooke  Horton,MidWest,Sunbell,0.03,1,12.42,25.00,24.25,11.83
Q3 41895,Ellen  Weaver,South,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41586,Elbert  Klein,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41632,Cecilia  Manning,South,Aspen,0,3,12.00,21.00,63.00,27.00
Q2 41774,Ruben  Nunez,West,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41629,Tiffany  May,West,FlatTop,0.01,2,17.20,27.50,54.45,20.05
Q4 41627,Isabel  Cross,East,Bellen,0.03,4,11.37,22.95,89.51,44.03
Q3 41509,Rachel  Gomez,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41975,Isabel  Cross,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41978,Jenny  Garcia,MidWest,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41961,Tiffany  May,West,Majectic Beaut,0.01,4,13.00,30.00,118.80,66.80
Q4 41628,Ruben  Nunez,West,Sunbell,0.02,1,12.42,25.00,24.63,12.21
Q4 41977,Shari  Silva,South,Sunbell,0,4,12.42,25.00,100.00,50.32
Q3 41539,Isabel  Cross,East,V-Rang,0,1,10.23,19.00,19.00,8.77
Q4 41619,Carla  Mccormick,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q1 41281,Marian  Hill,South,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41599,Ellen  Weaver,South,Sunset,0,1,13.50,23.50,23.50,10.00
Q4 41583,Drew  Rogers,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41600,Edwin  Malone,East,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q4 41592,Brooke  Horton,MidWest,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41949,Pauline  Beck,West,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41590,Eric  Rose,West,Quad,0,2,27.00,34.00,68.00,14.00
Q3 41863,Bethany  Pena,MidWest,Sunbell,0.02,2,12.42,25.00,49.25,24.41
Q4 41635,Ellen  Weaver,South,FlatTop,0.03,2,17.20,27.50,53.35,18.95
Q4 41995,Salvador  Bass,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41584,Ben  Perez,West,Carlota,0.03,1,10.25,22.95,22.38,12.13
Q4 41585,Ivan  Adkins,West,Sunset,0.02,1,13.50,23.50,23.15,9.65
Q4 41598,Andrew  Meyer,West,Bellen,0,3,11.37,22.95,68.85,34.74
Q1 41316,Eddie  Green,East,Quad,0.02,3,27.00,34.00,100.47,19.47
Q2 41396,Iris  Underwood,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41957,Robert  Munoz,MidWest,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41613,Elvira  Bowman,MidWest,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41944,Isabel  Cross,East,Aspen,0.03,1,12.00,21.00,20.37,8.37
Q4 41997,Arturo  Francis,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41966,Blake  Bridges,South,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41587,Max  Rodgers,West,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q1 41327,Max  Rodgers,West,Aspen,0.03,1,12.00,21.00,20.48,8.48
Q3 41892,Johanna  Boone,South,Sunbell,0,2,12.42,25.00,50.00,25.16
Q2 41392,Guillermo  Potter,MidWest,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41555,Salvador  Bass,West,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 42002,Isabel  Cross,East,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41626,Ellen  Weaver,South,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41589,Ruben  Nunez,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41997,Della  Jensen,East,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q4 41632,Shari  Silva,South,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41607,Ruben  Nunez,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41615,Salvador  Bass,West,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41981,Drew  Rogers,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41621,Paulette  Spencer,South,Quad,0,3,27.00,34.00,102.00,21.00
Q2 41805,Marian  Hill,South,Doublers,0,3,64.32,79.95,239.85,46.89
Q3 41528,Don  Gonzales,South,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41628,Max  Rodgers,West,Bellen,0.01,4,11.37,22.95,90.88,45.40
Q3 41910,Jaime  Pearson,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41963,Cindy  Becker,South,Quad,0.02,1,27.00,34.00,33.32,6.32
Q2 41778,Sandra  Floyd,MidWest,Sunbell,0.01,1,12.42,25.00,24.75,12.33
Q4 41596,Cecilia  Manning,South,Quad,0.01,4,27.00,34.00,134.64,26.64
Q4 41982,Isabel  Cross,East,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q3 41835,Ruben  Nunez,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41958,Salvador  Bass,West,Crested Beaut,0.02,3,16.00,25.00,73.88,25.88
Q4 41596,Christina  Fuller,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41939,Christy  Olson,West,Quad,0.03,2,27.00,34.00,65.96,11.96
Q4 41992,Drew  Rogers,MidWest,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q4 41572,Sylvester  Morales,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41636,Max  Rodgers,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41933,Paulette  Spencer,South,Sunset,0.02,3,13.50,23.50,69.44,28.94
Q4 41634,Iris  Underwood,West,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41591,Drew  Rogers,MidWest,FlatTop,0,2,17.20,27.50,55.00,20.60
Q2 41408,Della  Jensen,East,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41606,Jenny  Garcia,MidWest,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41634,Sylvester  Morales,West,Sunset,0.03,2,13.50,23.50,45.59,18.59
Q4 41588,Della  Jensen,East,Doublers,0.03,1,64.32,79.95,77.95,13.63
Q4 41961,Drew  Rogers,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41627,Della  Jensen,East,Doublers,0,3,64.32,79.95,239.85,46.89
Q2 41416,Dan  Peterson,MidWest,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q2 41818,Ben  Perez,West,Sunset,0.01,1,13.50,23.50,23.27,9.77
Q3 41547,Peter  Hodges,MidWest,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41947,Jaime  Pearson,MidWest,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q4 41952,Cassandra  Franklin,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41997,Beth  Tucker,West,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41632,Shari  Silva,South,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41621,Brooke  Horton,MidWest,Sunshine,0.02,4,10.24,19.95,78.20,37.24
Q3 41896,Della  Jensen,East,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41630,Tracy  Reed,MidWest,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41613,Blake  Bridges,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41637,Marian  Hill,South,Bellen,0.03,1,11.37,22.95,22.26,10.89
Q4 41584,Willie  Vega,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q2 41398,Cindy  Becker,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41586,Iris  Underwood,West,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q4 41638,Peter  Hodges,MidWest,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q2 41373,Cecilia  Manning,South,Bellen,0,3,11.37,22.95,68.85,34.74
Q4 41946,Willie  Vega,MidWest,Sunshine,0.02,4,10.24,19.95,78.20,37.24
Q4 41607,Della  Jensen,East,Quad,0,2,27.00,34.00,68.00,14.00
Q1 41344,Bethany  Pena,MidWest,FlatTop,0,1,17.20,27.50,27.50,10.30
Q4 41624,Jaime  Pearson,MidWest,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 42004,Rachel  Gomez,MidWest,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41969,Cassandra  Franklin,MidWest,Aspen,0,1,12.00,21.00,21.00,9.00
Q3 41857,Salvador  Bass,West,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 41614,Elaine  Ellis,South,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q2 41795,Tiffany  May,West,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q1 41286,Christy  Olson,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41983,Marion  Glover,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 42000,Cecilia  Manning,South,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q3 41504,Elvira  Bowman,MidWest,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41981,Trevor  Jones,West,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q4 41605,Felicia  Jennings,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41600,Lee  Mack,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q4 41962,Peter  Hodges,MidWest,V-Rang,0,3,10.23,19.00,57.00,26.31
Q4 41975,Shari  Silva,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41592,Edwin  Malone,East,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41615,Elaine  Ellis,South,Quad,0.01,3,27.00,34.00,100.98,19.98
Q4 41602,Iris  Underwood,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q1 41726,Willie  Vega,MidWest,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q1 41325,Robert  Munoz,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41618,Lorraine  Gibson,East,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41625,Ellen  Weaver,South,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q4 41580,Max  Rodgers,West,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q4 41961,Christina  Fuller,West,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q4 41608,Drew  Rogers,MidWest,Aspen,0.02,2,12.00,21.00,41.37,17.37
Q3 41464,Drew  Rogers,MidWest,Quad,0.03,2,27.00,34.00,65.96,11.96
Q4 41989,Edwin  Malone,East,Sunset,0.01,3,13.50,23.50,69.80,29.30
Q2 41420,Jenny  Garcia,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41611,Cecilia  Manning,South,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q3 41892,Robert  Munoz,MidWest,Majectic Beaut,0.02,2,13.00,30.00,58.80,32.80
Q1 41364,Marian  Hill,South,Carlota,0.03,2,10.25,22.95,44.52,24.02
Q1 41689,Max  Rodgers,West,Quad,0,2,27.00,34.00,68.00,14.00
Q1 41652,Drew  Rogers,MidWest,Aspen,0.02,3,12.00,21.00,62.06,26.06
Q4 41947,Christina  Fuller,West,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41620,Elaine  Ellis,South,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41992,Drew  Rogers,MidWest,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41602,Cindy  Becker,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41976,Lorraine  Gibson,East,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41627,Ernest  Davis,West,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41630,Ellen  Weaver,South,Sunbell,0,2,12.42,25.00,50.00,25.16
Q2 41811,Bobbie  Ryan,East,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q4 41976,Max  Rodgers,West,Quad,0,3,27.00,34.00,102.00,21.00
Q3 41464,Ruben  Nunez,West,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41949,Elbert  Klein,South,Carlota,0,1,10.25,22.95,22.95,12.70
Q2 41384,Della  Jensen,East,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q2 41378,Shari  Silva,South,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41995,Cindy  Becker,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41972,Don  Gonzales,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41610,Jenny  Garcia,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41619,Marian  Hill,South,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41917,Tiffany  May,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41580,Isabel  Cross,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41602,Eddie  Green,East,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41968,Andrew  Meyer,West,Majectic Beaut,0.01,3,13.00,30.00,89.10,50.10
Q4 41630,Tracy  Reed,MidWest,Sunset,0.02,3,13.50,23.50,69.09,28.59
Q4 41955,Trevor  Jones,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41579,Christina  Fuller,West,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41968,Della  Jensen,East,FlatTop,0.02,3,17.20,27.50,80.85,29.25
Q4 41580,Patty  Thompson,West,Bellen,0.01,2,11.37,22.95,45.44,22.70
Q4 41619,Drew  Rogers,MidWest,Crested Beaut,0.02,1,16.00,25.00,24.50,8.50
Q4 41581,Andrew  Meyer,West,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q4 41981,Robert  Munoz,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q3 41898,Rachel  Gomez,MidWest,Sunshine,0.01,3,10.24,19.95,59.25,28.53
Q3 41909,Isabel  Cross,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41616,Peter  Hodges,MidWest,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41625,Rachel  Gomez,MidWest,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41959,Sandra  Floyd,MidWest,Sunset,0.02,3,13.50,23.50,69.44,28.94
Q4 41636,Rachel  Gomez,MidWest,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 41572,Dan  Peterson,MidWest,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q4 41976,Max  Rodgers,West,Bellen,0.03,3,11.37,22.95,66.78,32.67
Q3 41518,Christina  Fuller,West,Quad,0,1,27.00,34.00,34.00,7.00
Q2 41384,Eric  Rose,West,Majectic Beaut,0.03,2,13.00,30.00,58.20,32.20
Q3 41530,Della  Jensen,East,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41946,Ivan  Adkins,West,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41618,Cassandra  Franklin,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41560,Jenny  Garcia,MidWest,Carlota,0,1,10.25,22.95,22.95,12.70
Q1 41291,Johanna  Boone,South,Bellen,0.02,1,11.37,22.95,22.49,11.12
Q4 41599,Billie  Chandler,MidWest,Majectic Beaut,0.03,3,13.00,30.00,87.30,48.30
Q4 41929,Kyle  Carr,MidWest,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 41614,Marian  Hill,South,Crested Beaut,0.02,1,16.00,25.00,24.50,8.50
Q3 41832,Shari  Silva,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q1 41651,Brooke  Horton,MidWest,Quad,0.03,3,27.00,34.00,98.94,17.94
Q2 41394,Max  Rodgers,West,Bellen,0.03,1,11.37,22.95,22.26,10.89
Q3 41835,Shari  Silva,South,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41946,Rachel  Gomez,MidWest,Doublers,0,1,64.32,79.95,79.95,15.63
Q4 41593,Woodrow  Colon,South,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41585,Marion  Glover,East,Doublers,0.01,2,64.32,79.95,158.30,29.66
Q4 41970,Tiffany  May,West,Sunset,0,3,13.50,23.50,70.50,30.00
Q4 41630,Carla  Mccormick,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41630,Salvador  Bass,West,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41606,Salvador  Bass,West,Bellen,0.01,1,11.37,22.95,22.72,11.35
Q4 41950,Rachel  Gomez,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41616,Della  Jensen,East,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41584,Brooke  Horton,MidWest,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q2 41777,Donna  Reid,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41620,Christina  Fuller,West,Aspen,0,1,12.00,21.00,21.00,9.00
Q4 42001,Robert  Munoz,MidWest,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41580,Patty  Thompson,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41973,Peter  Hodges,MidWest,Carlota,0.02,2,10.25,22.95,44.98,24.48
